 ElephantHeartbeat , BloodOxygen , BodyTemperature ,HealthStatus
34.65,95.25,37.09,Healthy
36.83,95.04,36.84,Healthy
30.42,97.1,36.78,Healthy
35.54,95.09,37.1,Healthy
25.28,96.34,36.86,Healthy
25.5,97.68,37.03,Healthy
33.29,96.05,36.61,Healthy
27.25,95.1,36.49,Healthy
31.64,95.39,36.24,Healthy
35.88,99.81,36.32,Healthy
25.89,99.22,36.47,Healthy
32.51,96.1,36.63,Healthy
30.86,95.43,36.95,Healthy
34.97,95.46,36.65,Healthy
29.66,96.6,36.83,Healthy
33.95,95.44,37.04,Healthy
39.05,96.57,36.29,Healthy
26.93,99.07,36.97,Healthy
26.12,95.56,36.51,Healthy
38.62,98.68,36.55,Healthy
34.74,95.69,36.56,Healthy
29.54,95.96,36.91,Healthy
25.16,98.65,36.46,Healthy
29.15,98.23,36.74,Healthy
33.36,95.52,36.81,Healthy
36.02,99.26,36.18,Healthy
35.29,99.95,36.39,Healthy
26.34,95.95,36.31,Healthy
32.5,97.74,36.48,Healthy
29.66,98.14,37.16,Healthy
39.7,96.75,36.29,Healthy
28.19,96.08,36.72,Healthy
36.19,96.65,36.52,Healthy
26.05,97.93,37.06,Healthy
34.73,98.49,36.93,Healthy
25.48,96.05,37.08,Healthy
34.78,98.73,36.89,Healthy
39.62,96.75,36.75,Healthy
31.3,98.49,36.94,Healthy
28.1,99.37,36.57,Healthy
31.27,97.56,37.04,Healthy
27.7,98.41,36.12,Healthy
34.25,96.33,36.97,Healthy
35.57,99.86,36.85,Healthy
27.2,96.49,36.56,Healthy
29.43,95.77,36.78,Healthy
31.2,97.24,37.07,Healthy
26.94,97.21,36.55,Healthy
33.41,99.46,36.18,Healthy
26.04,96.04,36.5,Healthy
32.19,97.39,36.95,Healthy
32.15,99.22,36.32,Healthy
38.31,95.82,37.17,Healthy
29.98,98.97,36.97,Healthy
25.19,95.5,36.13,Healthy
37.84,98.45,36.23,Healthy
29.85,96.31,36.96,Healthy
29.98,99.51,36.22,Healthy
28.68,98.77,36.44,Healthy
35.12,99,36.85,Healthy
36.03,96.43,36.42,Healthy
30.3,99.26,36.14,Healthy
25.8,95.36,36.92,Healthy
29.71,98.65,36.84,Healthy
32.59,97.1,36.45,Healthy
27.06,95.18,36.24,Healthy
30.72,99.05,36.38,Healthy
33.39,99.62,36.45,Healthy
39.26,97.18,36.96,Healthy
32.89,99.94,36.97,Healthy
30.15,97.46,36.76,Healthy
36.16,98.28,36.88,Healthy
33.98,97.5,36.36,Healthy
30.84,96.13,36.27,Healthy
31.9,99.98,36.35,Healthy
35.83,95.02,36.28,Healthy
25.47,97.38,36.39,Healthy
39.3,98.52,36.56,Healthy
35.4,96.61,36.33,Healthy
30.63,96.66,36.11,Healthy
38.38,99.84,36.15,Healthy
27,99.7,36.89,Healthy
39.69,98.88,36.78,Healthy
27.9,95.91,36.16,Healthy
26.05,97.95,36.66,Healthy
30.59,98.53,37.17,Healthy
36.86,99.09,37.09,Healthy
35.02,95.19,36.5,Healthy
33.24,99.83,36.97,Healthy
27.95,96.38,36.99,Healthy
37.01,97.92,36.79,Healthy
30.01,97.91,36.42,Healthy
32.04,96.87,36.42,Healthy
36.26,99.76,36.68,Healthy
31,97.5,36.4,Healthy
27.84,98.32,36.55,Healthy
37.62,99.74,36.72,Healthy
39.48,97.48,36.25,Healthy
30.16,95.65,36.44,Healthy
38.13,96.59,37.17,Healthy
29.31,97.31,36.81,Healthy
34.64,96.39,36.35,Healthy
37.9,99.25,36.32,Healthy
25.54,96.88,36.5,Healthy
34.32,97.26,36.86,Healthy
38.64,95.23,36.13,Healthy
36.62,95.57,36.52,Healthy
38.4,95.27,37.12,Healthy
35.63,97.31,36.66,Healthy
28.07,97.46,36.66,Healthy
28.35,95.28,37.08,Healthy
39.77,98.64,36.9,Healthy
30.8,99.93,36.77,Healthy
29.64,96.47,36.24,Healthy
28.16,96.15,36.35,Healthy
36.35,99.53,36.19,Healthy
32.1,95.61,36.19,Healthy
36.85,96.4,36.73,Healthy
39.38,96,36.61,Healthy
31.93,99.72,36.29,Healthy
28.91,95.97,36.84,Healthy
26.62,97,36.86,Healthy
38.96,99.54,36.65,Healthy
27.16,99.92,36.8,Healthy
25.5,96.28,36.12,Healthy
25.56,99.29,36.39,Healthy
39.11,96.18,36.39,Healthy
30.6,97.64,36.9,Healthy
31.53,95.04,36.15,Healthy
35,95.03,36.37,Healthy
28.5,98.79,36.15,Healthy
36.99,97.17,36.58,Healthy
36.3,95.03,36.37,Healthy
39.72,99.77,36.84,Healthy
34.8,99.28,36.18,Healthy
27.23,95.68,36.64,Healthy
35.85,98.01,36.47,Healthy
30.71,95.05,36.87,Healthy
37.45,97.31,36.93,Healthy
30.02,96.66,36.92,Healthy
30.68,96.18,36.29,Healthy
28.07,95.49,36.31,Healthy
32.74,98.88,37.09,Healthy
31.06,96.05,36.11,Healthy
27.32,95.18,37.18,Healthy
36.78,96.56,36.17,Healthy
38.9,97.57,37.16,Healthy
29.86,98.21,36.31,Healthy
29.89,97.3,36.1,Healthy
31.26,99.52,36.19,Healthy
38.96,98.53,37.03,Healthy
25.09,95.07,36.7,Healthy
30.63,97.36,36.61,Healthy
39.07,99.62,36.24,Healthy
35.78,95.43,36.73,Healthy
25.73,95.56,36.36,Healthy
29.83,98.11,36.16,Healthy
37.32,95.17,37.04,Healthy
37.83,99.06,36.71,Healthy
38.02,97.66,36.72,Healthy
37.56,96.79,36.2,Healthy
38,96.97,36.71,Healthy
37.09,97.04,36.5,Healthy
30.46,95.28,36.14,Healthy
35.02,98.72,36.94,Healthy
27.05,95.65,36.14,Healthy
38.5,99.61,36.55,Healthy
29.49,97.69,36.8,Healthy
34.37,98.33,36.44,Healthy
38.73,96.51,37.01,Healthy
35.68,98.34,36.95,Healthy
32.92,98.96,36.93,Healthy
34.36,99.88,37.17,Healthy
31.75,95.96,37.17,Healthy
25.59,98.64,36.95,Healthy
30.38,97.3,36.36,Healthy
29.23,95.97,36.26,Healthy
31.24,96.54,36.2,Healthy
29.15,98.8,36.11,Healthy
25.88,95.18,36.14,Healthy
27.26,95.91,36.31,Healthy
29.98,98.17,36.44,Healthy
27.53,97.6,36.52,Healthy
38.61,97.22,36.48,Healthy
32.77,97.73,36.41,Healthy
37.64,97.12,36.41,Healthy
38.92,95.66,36.56,Healthy
34.64,99.91,36.58,Healthy
31.17,95.71,36.31,Healthy
30.75,95.21,36.86,Healthy
34.83,98.86,37.16,Healthy
31.93,95.92,36.88,Healthy
39.74,98.19,36.74,Healthy
31.03,96.39,36.22,Healthy
26.12,95.53,36.24,Healthy
29.74,95.82,36.62,Healthy
39.26,96.2,37.1,Healthy
39.34,97.13,36.26,Healthy
30.15,96.33,36.61,Healthy
34.66,97.13,37.02,Healthy
36.72,98.25,36.86,Healthy
32.16,97.12,36.96,Healthy
30.51,97.91,36.27,Healthy
39.95,95.33,36.45,Healthy
31.74,95.79,36.88,Healthy
25.8,96.34,36.76,Healthy
31.1,95.82,36.77,Healthy
29.33,97.3,36.53,Healthy
28.1,95.76,36.34,Healthy
36.22,96.56,36.26,Healthy
38.2,98.18,36.85,Healthy
31.46,96.73,37.17,Healthy
33.46,97.71,36.89,Healthy
27.18,97.89,36.87,Healthy
26.43,95.02,36.42,Healthy
36.19,97.63,36.32,Healthy
38.06,99.11,36.8,Healthy
32.81,95.67,36.76,Healthy
34.52,97.27,37.14,Healthy
32.35,96.07,36.66,Healthy
28.95,99.49,36.96,Healthy
30.16,96.66,37.11,Healthy
26.59,96.89,36.43,Healthy
27.08,95.68,37.12,Healthy
33.46,97.71,36.42,Healthy
37.54,95.6,36.46,Healthy
30.66,97.64,37.1,Healthy
26.1,97.14,36.63,Healthy
31.71,99.58,36.66,Healthy
37.42,95.33,36.37,Healthy
32.29,96.26,36.48,Healthy
34.02,99.25,37.09,Healthy
33.07,98.61,36.3,Healthy
25.32,99.69,36.15,Healthy
34.11,96.75,36.93,Healthy
30.29,96.51,36.24,Healthy
38.1,98.54,37.1,Healthy
28.86,96.38,36.28,Healthy
36.73,95.26,36.52,Healthy
37.71,97.98,37.03,Healthy
27.39,97.54,36.95,Healthy
29.15,97.46,36.1,Healthy
39.15,96.86,36.7,Healthy
31.96,99.75,37.1,Healthy
30.66,95.67,36.82,Healthy
25.54,98.92,36.78,Healthy
34.89,99.79,36.92,Healthy
25.72,95.83,36.74,Healthy
38.34,99.93,37.1,Healthy
34.21,96.68,37.04,Healthy
33.81,95.3,37.02,Healthy
32.52,96.33,37.04,Healthy
27.72,98.54,36.9,Healthy
38.73,98.32,36.5,Healthy
38.04,99.76,37.1,Healthy
38.33,97.59,36.82,Healthy
28.36,98.6,36.91,Healthy
36.24,97.03,37,Healthy
25.09,97.38,36.25,Healthy
29.98,98.35,36.64,Healthy
34.45,95.18,36.21,Healthy
39.13,98.39,36.95,Healthy
25.2,97.83,36.23,Healthy
29.05,96.77,36.15,Healthy
25.5,98.52,36.53,Healthy
33.77,97.23,37.01,Healthy
28.18,95.07,36.56,Healthy
34.64,99.24,36.46,Healthy
27.3,99.73,37.13,Healthy
25.11,97.42,36.1,Healthy
34.58,99.38,36.96,Healthy
25.26,99.64,36.2,Healthy
27.81,98.01,36.68,Healthy
30.92,96.89,36.68,Healthy
35.48,98.12,36.84,Healthy
37.1,99.42,36.96,Healthy
35.09,97.49,36.2,Healthy
29.17,98.17,36.7,Healthy
30.79,96.61,37.12,Healthy
26.2,99.05,36.61,Healthy
30.58,95.07,37.01,Healthy
30.25,97.07,36.79,Healthy
30.3,99.03,36.84,Healthy
39.29,97.07,36.21,Healthy
30.34,96.78,36.85,Healthy
37.3,97.04,36.37,Healthy
34.57,98.32,36.26,Healthy
31.54,98.75,36.55,Healthy
33.25,99.86,37.2,Healthy
34.28,97.87,37.16,Healthy
29.91,95.21,37.11,Healthy
33.86,97.68,37.13,Healthy
35.88,95.22,36.4,Healthy
29.02,95.7,36.15,Healthy
31.87,99.74,36.79,Healthy
39.83,97.75,36.1,Healthy
30.12,96.95,36.14,Healthy
39.98,95.84,36.26,Healthy
35.69,95.24,36.14,Healthy
29.63,96.35,36.58,Healthy
28.49,95.17,36.19,Healthy
27.56,96.89,36.95,Healthy
34.84,95.62,37.09,Healthy
36.56,95.27,37.12,Healthy
32.08,96.8,36.36,Healthy
28.7,97.17,36.15,Healthy
26.93,97.07,36.62,Healthy
39.88,97.67,36.14,Healthy
25.21,95.12,36.23,Healthy
39.19,99.03,36.46,Healthy
37.3,97.85,36.48,Healthy
25.62,99.24,36.73,Healthy
36.39,98.43,36.19,Healthy
32.65,95.07,36.15,Healthy
37.35,98.01,36.87,Healthy
39.81,97.51,37.06,Healthy
39.41,99.02,36.65,Healthy
26.98,98.27,36.95,Healthy
26.12,95.75,36.75,Healthy
39.34,96.24,36.48,Healthy
35.66,98,36.48,Healthy
25.78,99.96,37.06,Healthy
31.08,99.44,36.24,Healthy
25.12,98.57,36.38,Healthy
32.08,97.74,36.54,Healthy
33.91,95.56,36.54,Healthy
37.77,99,36.62,Healthy
36.86,97.92,37.16,Healthy
32.71,97.84,36.53,Healthy
34.37,96.08,36.67,Healthy
25.09,95.46,36.12,Healthy
33.86,98.67,36.11,Healthy
31.78,99.46,36.49,Healthy
25.53,97.62,36.76,Healthy
38.51,99.1,37.2,Healthy
29,98.56,36.75,Healthy
30.84,97.46,37.09,Healthy
31.49,95.19,36.21,Healthy
33.7,98.33,36.58,Healthy
27.28,96.18,36.33,Healthy
35.89,97.6,36.68,Healthy
38.14,97.73,37.04,Healthy
34.8,96.23,36.68,Healthy
28.23,98.12,36.83,Healthy
30.61,99.89,36.74,Healthy
31.07,98.3,37,Healthy
37.19,95.23,36.32,Healthy
27.6,96.14,36.65,Healthy
25.41,96.07,36.8,Healthy
38.41,95.78,36.27,Healthy
29.86,97.31,36.52,Healthy
36.58,95.94,36.83,Healthy
36.96,99.13,36.47,Healthy
39.3,95.76,36.78,Healthy
28.58,96.94,36.32,Healthy
29.86,96.02,36.38,Healthy
35.23,95.7,36.54,Healthy
29.62,99.32,36.98,Healthy
26.29,96.02,37.12,Healthy
32.06,97.76,37.16,Healthy
35.53,96.21,36.11,Healthy
37.8,97.84,36.11,Healthy
34.94,96.23,36.46,Healthy
26.56,96.06,37.06,Healthy
36.04,95.21,36.23,Healthy
30.88,98.86,36.19,Healthy
30.36,99.36,37.19,Healthy
29.8,99.67,36.76,Healthy
28.82,95.94,36.7,Healthy
31.84,96.4,36.79,Healthy
36.79,96.03,36.44,Healthy
25.96,96.65,36.77,Healthy
32.07,98.59,36.65,Healthy
28.34,95.92,36.5,Healthy
25.37,95.18,36.65,Healthy
31.17,98.45,36.56,Healthy
39.69,97.7,36.86,Healthy
31.67,96.96,36.48,Healthy
34.24,97.52,36.26,Healthy
25.94,96.1,37.08,Healthy
29.96,97.38,36.8,Healthy
27.54,97.95,36.32,Healthy
27.61,95.58,36.19,Healthy
29.91,98.3,36.51,Healthy
33.65,96.39,36.42,Healthy
37.07,96.28,37.1,Healthy
33.25,95.64,36.84,Healthy
39.66,98.62,36.78,Healthy
31.3,97.61,36.36,Healthy
32.18,96.43,36.52,Healthy
27.88,96.26,36.15,Healthy
36.22,96.7,36.82,Healthy
34.77,95.52,37.19,Healthy
33.76,99.73,37,Healthy
31.82,95.23,37.03,Healthy
26.24,95.34,36.24,Healthy
29.55,97.03,37.14,Healthy
29.67,99.69,36.71,Healthy
26.39,95.7,36.41,Healthy
32.33,98.8,36.31,Healthy
33.76,98.83,36.99,Healthy
34.83,97,36.69,Healthy
36.7,97.54,36.82,Healthy
28.18,97.83,36.15,Healthy
30.08,99.38,36.67,Healthy
29.52,96.84,36.5,Healthy
38.63,97.86,36.92,Healthy
25.72,95.69,36.9,Healthy
32.34,99.6,36.15,Healthy
39.63,95.54,36.18,Healthy
25.75,97,36.83,Healthy
32.16,97.24,36.83,Healthy
31.55,99.91,36.64,Healthy
34.82,97.93,36.46,Healthy
27.86,97.48,37.11,Healthy
34.39,99.99,36.23,Healthy
34.82,98.08,37.01,Healthy
36.65,99.9,36.42,Healthy
39.81,95.02,36.44,Healthy
25.64,96.08,36.84,Healthy
39.44,99.83,36.34,Healthy
36.72,96.05,36.46,Healthy
32.84,95.7,36.16,Healthy
39.53,97.46,36.53,Healthy
32.82,96.38,37.05,Healthy
28.25,97.4,36.8,Healthy
31.6,95.37,37.01,Healthy
37.59,96.49,36.38,Healthy
29.28,95.3,36.12,Healthy
34.75,95.54,36.59,Healthy
39.55,99.63,36.73,Healthy
26.8,95.31,36.17,Healthy
33.48,95.75,36.51,Healthy
36.69,98.53,36.63,Healthy
35.48,95.01,36.7,Healthy
30.71,96.96,36.5,Healthy
39.47,97.7,36.48,Healthy
27.28,98.4,36.91,Healthy
28.22,96.74,36.88,Healthy
36.78,95.64,36.62,Healthy
25.27,96.74,37.14,Healthy
31.6,96.65,36.84,Healthy
29.12,99.21,36.97,Healthy
38.15,97.98,36.41,Healthy
27.3,99.73,37.14,Healthy
30.32,95.48,36.17,Healthy
27.4,96.73,36.6,Healthy
30.08,99.06,37.1,Healthy
35.02,98.74,36.31,Healthy
26.29,96.82,36.61,Healthy
36.37,98.49,36.42,Healthy
28.15,97.68,37.15,Healthy
35.1,97.59,36.69,Healthy
37.05,96.91,37.02,Healthy
36.88,96.81,36.75,Healthy
37.14,98.26,36.41,Healthy
26.4,95.37,36.64,Healthy
39.28,99.46,36.95,Healthy
33.46,99.15,36.82,Healthy
28.26,99.94,36.29,Healthy
38.62,100,36.21,Healthy
32.66,98.31,36.74,Healthy
34.51,95.46,36.77,Healthy
37.41,96.59,36.13,Healthy
37.68,99.31,36.95,Healthy
39.66,96.82,36.51,Healthy
27.99,98.35,36.33,Healthy
35.38,97.22,36.85,Healthy
33.19,97.88,36.53,Healthy
31.83,99.12,36.41,Healthy
25.17,99.86,36.52,Healthy
26.43,98.62,36.96,Healthy
28.24,98.84,37.08,Healthy
27.53,99.37,37.19,Healthy
25,99.57,37.05,Healthy
34.73,96.43,36.89,Healthy
27.03,98.58,36.13,Healthy
28.08,99.75,36.19,Healthy
29.7,97.05,36.2,Healthy
29.02,99.3,36.71,Healthy
33.08,98.01,36.77,Healthy
39.07,98.75,37.16,Healthy
25.25,98.34,36.17,Healthy
38.79,97.14,36.87,Healthy
31.35,99.07,36.41,Healthy
36.79,95.32,36.97,Healthy
39.53,96.42,36.37,Healthy
38.4,95.34,36.33,Healthy
38.17,96.37,36.44,Healthy
37.73,96.9,36.12,Healthy
34.09,98.38,36.36,Healthy
39.75,99.05,36.35,Healthy
29.6,99.91,36.88,Healthy
28.22,97.71,37.1,Healthy
26.22,99.66,36.26,Healthy
32.02,97.79,36.22,Healthy
28.79,96.03,36.68,Healthy
37.55,98.49,36.32,Healthy
39.87,98.69,36.49,Healthy
27.61,97.79,36.29,Healthy
26.11,99.62,36.79,Healthy
29.27,95.5,36.73,Healthy
31.47,99.1,36.12,Healthy
32.07,97.28,36.46,Healthy
32.73,98.11,36.54,Healthy
30.7,97.34,37.18,Healthy
28.18,97.01,36.43,Healthy
25.9,99.96,36.2,Healthy
27.02,98.12,37.08,Healthy
39.37,97.54,36.92,Healthy
32.31,99.97,36.25,Healthy
31.65,98.31,36.27,Healthy
36.66,95.39,36.57,Healthy
26.84,97.32,36.2,Healthy
30.37,98.31,37,Healthy
31.07,98.91,36.29,Healthy
38.75,95.1,36.2,Healthy
27.37,98.58,36.98,Healthy
25.5,96.27,36.76,Healthy
30.99,95.57,37.2,Healthy
36.76,99.87,36.42,Healthy
27.19,98.94,36.68,Healthy
35.05,99.43,36.12,Healthy
33.76,96.57,36.97,Healthy
32.22,96.15,36.38,Healthy
29.69,99.78,36.98,Healthy
28.24,95.03,37.04,Healthy
33.72,99.57,36.55,Healthy
33.85,98.84,37.18,Healthy
34.09,95.05,37.01,Healthy
31.42,96.16,37.19,Healthy
31.95,95.01,37.04,Healthy
36.48,98.63,36.35,Healthy
32.89,97.65,36.33,Healthy
32.6,98.37,37.17,Healthy
28.04,95.83,37.03,Healthy
31.19,97.47,36.93,Healthy
36.04,99.95,36.98,Healthy
38.21,98.21,36.25,Healthy
26.11,98.8,36.4,Healthy
37.11,98.84,36.87,Healthy
33.29,98.14,37.16,Healthy
31.5,99.02,36.16,Healthy
38.41,96.63,36.52,Healthy
39.75,96.35,37.04,Healthy
34.27,97.33,36.85,Healthy
35.24,95.51,36.5,Healthy
39.84,96.45,36.96,Healthy
34.77,96.96,37.16,Healthy
29.13,98.96,36.62,Healthy
27.41,96.94,36.49,Healthy
30.85,95.34,37.16,Healthy
32.5,99.3,36.15,Healthy
30.26,99.66,36.48,Healthy
37.72,96.5,37.03,Healthy
33.97,97.72,36.92,Healthy
25.52,96.92,36.47,Healthy
30.05,96.16,36.71,Healthy
35.62,99.71,36.63,Healthy
39.12,99.82,37,Healthy
27.41,97.51,36.78,Healthy
31.35,97.01,37.17,Healthy
27.21,97.29,36.31,Healthy
37.58,97.47,36.63,Healthy
34,98.87,36.54,Healthy
29.93,97.45,37.03,Healthy
39.46,99.35,36.98,Healthy
35.57,98.82,36.99,Healthy
26.73,98.22,36.64,Healthy
28.62,98.21,36.34,Healthy
28.19,99,36.73,Healthy
26.76,97.18,36.34,Healthy
27.26,98.05,37.13,Healthy
38.09,97,36.76,Healthy
32.76,98.48,37.12,Healthy
38.96,95.32,37.13,Healthy
25.84,99.65,36.11,Healthy
38.28,98.63,36.18,Healthy
30.2,97.48,36.54,Healthy
28.83,96.99,36.3,Healthy
36.14,98.77,36.64,Healthy
32.96,99.64,36.59,Healthy
35.62,97.99,36.76,Healthy
26.65,96.96,36.17,Healthy
30.38,95.99,37,Healthy
39.18,98.59,36.84,Healthy
37.18,95.76,36.46,Healthy
28.15,99.54,36.68,Healthy
28.59,98.66,36.24,Healthy
25.18,95.79,36.95,Healthy
29.45,95.5,36.59,Healthy
30.13,98.2,36.26,Healthy
33.23,99.52,37.17,Healthy
25.73,96.05,36.4,Healthy
33.86,96.27,36.35,Healthy
39.45,97.78,36.3,Healthy
33.76,97.19,36.9,Healthy
32.12,96.16,36.25,Healthy
31.7,98.92,36.34,Healthy
32.91,95.46,36.18,Healthy
34.52,96.42,37.2,Healthy
39.8,98.65,36.19,Healthy
30.16,96.53,36.7,Healthy
37.16,95.55,36.12,Healthy
39.47,97.97,36.28,Healthy
26.88,97.46,36.5,Healthy
32.37,95.54,37.17,Healthy
35.66,97.51,36.8,Healthy
33.08,97.72,36.16,Healthy
25.77,99.95,37.15,Healthy
39.04,95.11,36.53,Healthy
32.26,97.62,36.36,Healthy
33.95,96.67,36.76,Healthy
32.58,96.73,36.46,Healthy
32.83,96.93,37.13,Healthy
32.72,98.67,36.96,Healthy
29.59,98.36,37.03,Healthy
27.19,98.23,36.34,Healthy
26.01,99.26,37.17,Healthy
28.61,98.36,36.12,Healthy
39.3,96.25,36.66,Healthy
36.46,96.13,36.68,Healthy
25.95,99.66,36.67,Healthy
31.2,99.74,36.71,Healthy
37.19,98.58,36.81,Healthy
30.83,98.74,36.18,Healthy
30.56,95.75,36.33,Healthy
32.32,96.21,36.7,Healthy
34.31,98,36.54,Healthy
27.76,98,36.29,Healthy
35.65,97.41,36.61,Healthy
38.33,95.79,36.37,Healthy
33.94,97.58,37.13,Healthy
34.01,98.57,36.56,Healthy
34.05,96.13,37.14,Healthy
30.82,99.15,36.32,Healthy
29.62,96.09,36.98,Healthy
35.63,95.78,36.64,Healthy
32.18,98.67,36.58,Healthy
37.27,96.54,36.54,Healthy
31.34,97.58,36.4,Healthy
25.84,95.57,36.37,Healthy
31.93,96.71,36.55,Healthy
34.22,99.34,36.46,Healthy
36.91,96.31,36.65,Healthy
35.02,95.74,37.1,Healthy
38.95,98.18,36.16,Healthy
37.26,98.56,37,Healthy
31.08,95.4,36.57,Healthy
38.18,97.06,37.07,Healthy
28.99,95.48,36.5,Healthy
33.58,97.39,36.25,Healthy
28.26,99.09,36.77,Healthy
25.31,98.19,36.73,Healthy
33.98,99.17,36.15,Healthy
28.93,95.94,37.02,Healthy
25.31,96.07,36.47,Healthy
38.86,98.52,36.22,Healthy
34.79,96.2,36.41,Healthy
37.12,98.73,36.4,Healthy
29.41,95.83,36.72,Healthy
30.95,98.93,36.77,Healthy
34.76,98.52,36.53,Healthy
36.18,98.97,36.57,Healthy
33.5,96.66,36.65,Healthy
35.56,98.16,36.87,Healthy
34.05,95.17,37.12,Healthy
30.09,98.23,37.05,Healthy
39.57,96.77,36.73,Healthy
33.21,99.68,36.71,Healthy
35.22,96.59,36.75,Healthy
30.81,98.74,36.45,Healthy
30.97,98.64,36.89,Healthy
27.26,96.22,36.39,Healthy
38.24,96.55,36.96,Healthy
33.64,95.83,36.89,Healthy
28.82,96.37,36.86,Healthy
38.17,95.92,36.49,Healthy
38.57,98.65,36.23,Healthy
26.61,99.16,36.76,Healthy
37.66,95.21,36.92,Healthy
35.84,97.2,37.04,Healthy
37.8,97.32,36.36,Healthy
36.64,95.94,36.81,Healthy
36.03,95.26,36.63,Healthy
30.71,95.01,36.28,Healthy
32.28,99.45,36.62,Healthy
33.55,95.38,37.2,Healthy
37.54,99.72,36.43,Healthy
39.49,95.15,36.45,Healthy
32.04,95.52,36.72,Healthy
38.45,96.24,37.03,Healthy
26.3,96.39,36.75,Healthy
34.31,97.08,36.55,Healthy
36.71,96.25,36.31,Healthy
33.05,96.6,37.13,Healthy
30.3,97.3,36.38,Healthy
36.51,95.85,37.1,Healthy
38,95.89,36.44,Healthy
38.96,97.4,36.76,Healthy
30.37,99.01,36.37,Healthy
26.16,97.78,36.32,Healthy
36.87,99.25,36.62,Healthy
35.59,96.22,36.66,Healthy
28.69,98.17,36.64,Healthy
27.76,95.38,36.44,Healthy
27.89,97.56,36.38,Healthy
27.88,99.51,37.16,Healthy
28.01,96,36.35,Healthy
39.14,95.89,36.59,Healthy
25.05,96.11,36.55,Healthy
38.84,97.86,36.46,Healthy
33.29,99.82,37.06,Healthy
29.9,99.84,36.94,Healthy
29.43,96.97,36.44,Healthy
31.88,98.31,36.71,Healthy
32.26,99.55,36.77,Healthy
34.6,97.7,36.74,Healthy
27.07,99.25,37.16,Healthy
32.11,97.86,36.7,Healthy
27.98,97.17,36.48,Healthy
36.92,97.37,36.7,Healthy
31.09,97.41,36.6,Healthy
31.48,96.15,37,Healthy
32.83,99.66,36.61,Healthy
36.74,97.29,36.25,Healthy
37.23,99.71,36.53,Healthy
33.06,99.08,36.16,Healthy
25.69,96.1,36.33,Healthy
29.29,99.69,37.07,Healthy
39.28,99.36,37.07,Healthy
28.26,97.67,36.99,Healthy
31.4,95.68,36.58,Healthy
33.89,96.12,36.78,Healthy
38.9,99.04,36.51,Healthy
38.28,98.08,36.56,Healthy
38.52,95.44,36.75,Healthy
25.77,97.02,36.62,Healthy
34.58,97.22,36.41,Healthy
29.53,95.28,36.13,Healthy
39.68,98.01,37.06,Healthy
34.54,95.84,36.37,Healthy
25.41,98.31,36.82,Healthy
38.94,99.96,36.31,Healthy
28.07,99.99,36.53,Healthy
26.35,95.29,36.89,Healthy
35.48,98.95,36.97,Healthy
36.07,95.06,36.14,Healthy
26.02,99.63,36.62,Healthy
27.64,98.88,36.69,Healthy
36.67,96.21,36.41,Healthy
37.28,97.42,36.24,Healthy
38.93,99.75,37.18,Healthy
34.16,98.84,36.95,Healthy
39.49,98.64,36.66,Healthy
36.79,97.54,36.45,Healthy
34.15,98.46,36.54,Healthy
30.16,96.73,36.44,Healthy
32.04,96.28,36.71,Healthy
31.97,96.87,36.29,Healthy
28.72,97.46,36.61,Healthy
34.91,96.77,36.19,Healthy
27.21,99.64,36.21,Healthy
27.88,95.91,36.99,Healthy
31.87,98.8,37.15,Healthy
30.29,99.14,36.28,Healthy
30.08,97.12,36.74,Healthy
29.02,99.95,36.95,Healthy
32.97,97.69,36.98,Healthy
33.84,99.03,36.82,Healthy
32.94,95.82,37.05,Healthy
32.37,95.76,37.02,Healthy
36.31,99.32,36.47,Healthy
35.26,97.69,36.44,Healthy
25.52,99.89,37.1,Healthy
25.47,99.76,36.47,Healthy
35.11,95.6,36.94,Healthy
36.32,97.23,36.4,Healthy
27.34,98.57,36.61,Healthy
38.83,99.68,36.37,Healthy
33.89,95.18,37.18,Healthy
28.54,98.05,36.49,Healthy
33.5,98.86,36.61,Healthy
36.92,98.67,37,Healthy
34.75,97.28,36.43,Healthy
33.71,97,36.13,Healthy
33.98,97.16,37.15,Healthy
25.25,96.72,36.89,Healthy
25.73,99.93,36.44,Healthy
31.8,97.3,36.19,Healthy
25.28,95.52,36.67,Healthy
29.82,98.69,36.95,Healthy
35.97,98.66,36.58,Healthy
25.17,98.69,37.05,Healthy
27.23,97.85,37.05,Healthy
34.47,96.63,36.53,Healthy
36.79,95.52,36.66,Healthy
38.42,98.66,36.27,Healthy
35.93,98.49,36.65,Healthy
37.29,96.65,36.23,Healthy
32.63,99.61,36.42,Healthy
36.15,99.45,36.82,Healthy
33.56,96.54,36.25,Healthy
26.82,97.62,36.39,Healthy
36.58,97.82,37.16,Healthy
26.29,99.71,36.9,Healthy
29.47,95.82,36.3,Healthy
32.93,99.1,36.65,Healthy
39.7,97.18,36.13,Healthy
27.04,98.6,37.04,Healthy
31.41,97.08,36.32,Healthy
36.89,98.79,37.01,Healthy
29.16,97.67,37,Healthy
35,95.83,36.72,Healthy
27.63,96.19,36.83,Healthy
33.08,98.11,36.26,Healthy
39.76,99.51,37,Healthy
31.64,98.16,36.47,Healthy
33.49,95.42,36.92,Healthy
34.59,96.33,36.84,Healthy
33.85,95.74,36.67,Healthy
27.99,97.13,37.06,Healthy
34.16,96.99,36.74,Healthy
33.68,95.46,37.1,Healthy
27.1,98.28,37.07,Healthy
